arctic,中高級,[形容詞] 北極的;北極區的; [名詞] 北極地帶;北極圈,北極，北極地區; 北極的,the very cold area around the North Pole; belonging or relating to the Arctic
provoke,中高級,[動詞] 對...挑釁;煽動;激怒,激起，引起（尤指負面反應）; 激怒，挑釁,"to cause a reaction, especially a negative one; to make or try to make a person or an animal angry"
generate,中高級,[動詞] 產生;發生(熱;電;光等),造成，引起；使存在; （以某種形式）?生，發生（能量等）,to cause something to exist; to produce energy in a particular form
simmering,中高級,[動詞] simmer(煨;燉;(危機等)即將爆發) 的現在分詞,燉，煨; （分歧或消極情緒）醞釀，積聚,"to cook something liquid, or something with liquid in it, at a temperature slightly below boiling; If a disagreement or negative emotion simmers, it grows slowly stronger over a period of time and could become more serious at any moment."
undergo,中高級,[動詞] 經歷;接受(治療、檢查等),經歷，經受（令人不快的事或變化）,to experience something that is unpleasant or something that involves a change
comprise,中高級,[動詞] 包括;由...組成,包含；包括；構成，組成,"to have as parts or members, or to be those parts or members"
boost,中高級,[動詞] 舉;抬;推動;促進; [名詞] 一舉;一抬;推動;促進,改善；提高；增強；推動; 改善；提高；增強；推動,to improve or increase something; the act of boosting something
hiss,中高級,[動詞] 發出嘶嘶聲;發出噓聲; [名詞] 嘶嘶聲;噓聲,發嘶嘶聲；發噓聲; 小聲且生氣地說,to make a noise like a long s sound; to say something in a quiet angry way
blare,中高級,[動詞] 發出響而刺耳的聲音; [名詞] 響而刺耳的聲音;耀眼的光,發出（刺耳的聲音）,to make an unpleasantly loud noise
unleash,中高級,[動詞] 解開皮帶;解除束縛;宣洩,突然釋放；使爆發,to suddenly release a violent force that cannot be controlled
discrimination,中高級,[名詞] 歧視;辨別力,歧視；區別對待; 區分能力，辨別能力,"treating a person or particular group of people differently, especially in a worse way from the way in which you treat other people, because of their skin colour, sex, sexuality, etc.; the ability to see the difference between two things or people"
arrogant,中高級,[形容詞] 傲慢的;自大的,傲慢的；狂妄自大的；趾高氣揚的,"unpleasantly proud and behaving as if you are more important than, or know more than, other people"
racking,中高級,[動詞] rack(把...放在架子上) 的現在分詞,極糟糕的；非常痛苦的,very bad and very painful
erupt,中高級,[動詞] 噴出;爆發,（火山）爆發，噴發; 突然發生,"When a volcano erupts, it explodes and flames and rocks come out of it.; to start suddenly and violently"
prose,中高級,[名詞] 散文;平凡,散文,written language in its ordinary form rather than poetry
tea,初級,[名詞] (茶) ,茶；茶葉; 一杯茶,"(a drink made by pouring hot water onto) dried and cut leaves and sometimes flowers, especially the leaves of the tea plant; a cup of tea"
first,初級,"[形容詞] 第一的; [副詞] 先,首先;第一;首次; [名詞] 第一;第一個;第一名;優等;開始;開始時間",第一（的）；首先；最初；首要（的）; 最初，原本,"(a person or thing) coming before all others in order, time, amount, quality, or importance; in or at the beginning (of a series of events)"
TRUE,初級,[形容詞] 真實的;正確的,（尤指事實或陳述）正確的，真實的，確實的；如實的; （雖然是正確或準確的，但是不足以解釋某事）沒錯,(especially of facts or statements) right and not wrong; correct; correct or accurate but not completely explaining something
high,初級,[形容詞] 高的; [副詞] 高;強烈地;高聲地,（尤指無生命的東西）高的，有…高的; （比通常水準）高的，多的,"(especially of things that are not living) being a large distance from top to bottom or a long way above the ground, or having the stated distance from top to bottom; greater than the usual level or amount"
science,初級,[名詞] 科學,科學；自然科學；科學知識; 理科學科,"(knowledge from) the careful study of the structure and behaviour of the physical world, especially by watching, measuring, and doing experiments, and the development of theories to describe the results of these activities; a particular subject that is studied using scientific methods"
full,初級,[形容詞] 飽的;滿的,（容器或空間）裝滿的，充滿的; 充滿…的；有很多…的,(of a container or a space) holding or containing as much as possible or a lot; containing a lot of things or people or a lot of something
today,初級,[副詞] 今天; [名詞] 今天,（在）今天，（在）今日; 現在，目前，現今,(on) the present day; used more generally to mean the present time
both,初級,[形容詞] 兩者; [副詞] 並;又;兩者皆; [代名詞] 兩者(都),兩個；兩者；雙方,(referring to) two people or things together
baseball,初級,[名詞] 棒球,棒球（運動）,"(the ball used in) a game played especially in North America by two teams of nine players, in which a player hits a ball with a bat (= stick) and tries to run around four bases on a large field before the other team returns the ball"
Christmas,初級,[名詞] 耶誕節,聖誕節；聖誕節期間,"(the period just before and after) 25 December, a Christian holy day that celebrates the birth of Jesus Christ"
experience,初級,[動詞] 經歷;感受到; [名詞] 經驗,經驗；經歷；實踐; 經歷；閱歷,"(the process of getting) knowledge or skill from doing, seeing, or feeling things; something that happens to you that affects how you feel"
history,初級,[名詞] 歷史,歷史；歷史學; 過去的事，過去的人（現已不再重要）,"(the study of or a record of) past events considered together, especially events of a particular period, country, or subject; something that happened or ended a long time ago and is not important now, or a person who is not important now, although they were in the past"
president,初級,[名詞] 校長;總統,總統；國家主席; （機構的）負責人，會長，主席；（尤指美國的）總裁，董事長,"(the title given to) the person who has the highest political position in a country that is a republic and who, in some of these countries, is the leader of the government; the person who has the highest position in an organization or, especially in the US, in a company"
there,初級,[副詞] 在那裡; [代名詞] (用以介紹動詞在主詞之前的句子或子句),往那裡；在那裡；到那裡; 到那裡,"(to, at, or in) that place; to arrive somewhere"
which,初級,"[形容詞] 哪一個,哪一些;這個,這些; [代名詞] 哪一個",（用於答案數目固定或有限的問題中）哪個；哪些; （用於為前面的從句補充額外資訊，書面英語中通常用於逗號之後）那個，那些，那種情況,"(used in questions and structures in which there is a fixed or limited set of answers or possibilities) what one or ones; used to add extra information to a previous clause, in writing usually after a comma"
very,初級,[形容詞] 正是;恰好是;僅僅; [副詞] 很;非常,（用於強調形容詞或副詞）很，非常; （用於強調形容詞最高級或 own，same 等形容詞）完全，最，正是,"(used to add emphasis to an adjective or adverb) to a great degree or extremely; used to add force to a superlative adjective or to the adjectives ""own"" or ""same"""
tradition,初級,[名詞] 傳統,傳統,"a belief, principle, or way of acting that people in a particular society or group have continued to follow for a long time, or all of these beliefs, etc. in a particular society or group"
duck,初級,[名詞] 鴨; [名詞] (鴨) ,鴨子; 鴨肉,"a bird that lives by water and has webbed feet (= feet with skin between the toes), a short neck, and a large beak; the meat of this bird"
toilet,初級,[名詞] 馬桶,坐便器，馬桶; 衛生間,"a bowl-shaped device with a seat that you sit on or stand near when emptying the body of urine or solid waste, or another device used for this purpose; a room with a toilet in it"
child,初級,[名詞] 小孩,兒童，小孩；兒子；女兒; 孩子氣的人；任性妄為的人,"a boy or girl from the time of birth until he or she is an adult, or a son or daughter of any age; an adult who behaves badly, like a badly behaved child"
postcard,初級,[名詞] 明信片,明信片,"a card, often with a photograph or picture on one side, that can be sent without an envelope"
kid,初級,[名詞] (小孩) ,小孩; 年輕人,a child; a young person
water,初級,[動詞] 給...澆水;加水稀釋;流口水; [名詞] 水,水; 水域；大片的水,"a clear liquid, without colour or taste, that falls from the sky as rain and is necessary for animal and plant life; an area of water, such as the sea, a lake, or a swimming pool"
album,初級,[名詞] (相簿;集郵簿;唱片集) ,（CD或唱片上的）音樂專輯; 集郵冊；相冊；影集,"a collection of several pieces of music, made available as a single item on a CD, the internet, etc.; a book with plain pages, used for collecting together and protecting stamps, photographs, etc."
amount,初級,[名詞] 總數,（尤指不可數事物的）數量；數額；量；總數,"a collection or mass, especially of something that cannot be counted"
dog,初級,[名詞] 狗,（尤指當作寵物或用來打獵、看護的）狗，犬; 討厭的傢夥，惹人煩的傢夥；失信者,"a common animal with four legs, especially kept by people as a pet or to hunt or guard things; a man who is unpleasant or not to be trusted"
salt,初級,[名詞] 鹽,鹽，食鹽; （化學）鹽,"a common white substance found in sea water and in the ground, used especially to add flavour to food or to preserve it; a chemical substance that is a combination of a metal or a base with an acid"
dish,初級,[名詞] 盤子;一盤菜,碟子，盤子; （就餐用過的）餐具,"a container, flatter than a bowl and sometimes with a lid, from which food can be served or which can be used for cooking; all the plates, glasses, knives, forks, etc. that have been used during a meal"
Japan,初級,[名詞] 日本,日本（東亞國家）,a country in East Asia formed of a group of islands
France,初級,"[名詞] 法蘭西,法國",法國（西歐國家）,a country in western Europe
wind,初級,[名詞] 風,風；氣流; 呼吸；呼吸能力,"a current of air moving approximately horizontally, especially one strong enough to be felt; breath or the ability to breathe"
dangerous,初級,[形容詞] 危險的,危險的，有威脅的；不安全的,"A dangerous person, animal, thing, or activity could harm you."
story,初級,[名詞] 故事;樓層,（真實或虛構的）故事；敘述，描述；小說; 新聞報導,"a description, either true or imagined, of a connected series of events; a report in a newspaper or on a news broadcast of something that has happened"
television,初級,[名詞] 電視,電視機；電視；電視廣播業,"a device shaped like a box with a screen that receives electrical signals and changes them into moving images and sound, or the method or business of sending images and sound by electrical signals"
picture,初級,"[動詞] 畫,拍攝;描述; [名詞] 圖畫;照片",畫，圖畫；照片; （電視或電影的）圖像，畫面,"a drawing, painting, photograph, etc.; an image seen on a television or cinema screen"
sheep,初級,[名詞] 綿羊; ,羊，綿羊,"a farm animal with thick wool that eats grass and is kept for its wool, skin, and meat"
dad,初級,[名詞] 父親,爸爸，爹爹,a father
girl,初級,[名詞] 女孩,（尤指學齡階段的）女孩，姑娘; 女兒,"a female child or young woman, especially one still at school; a daughter"
movie,初級,[名詞] (電影) ,電影，影片; 電影院,a film shown in a cinema or on television and often telling a story; a cinema or group of cinemas
rent,初級,"[動詞] 租; [名詞] 租金,租費",租金；租費; 出租；招租,"a fixed amount of money that you pay regularly for the use of a room, house, car, television, etc. that someone else owns; offered by the owner for someone else to use in exchange for money"
side,初級,[名詞] 邊,面；（尤指）側面; 邊；邊緣,"a flat outer surface of an object, especially one that is not the top, the bottom, the front, or the back; an edge or border of something"
plate,初級,[名詞] 盤;碟,盤子，碟子; 一碟；一盤；一盤之量,"a flat, usually round dish with a slightly raised edge that you eat from or serve food from; an amount of food on a plate"
noodle,初級,[名詞] (麵) ,麵條; 腦袋；頭腦,"a food in the form of long, thin strips made from flour or rice, water, and often egg, cooked in boiling liquid; the head or brain of a person"
bread,初級,[名詞] 麵包,麵包,"a food made from flour, water, and usually yeast, mixed together and baked"
football,初級,[名詞] 美式足球,足球（運動）; 美式橄欖球（運動）,"a game played between two teams of eleven people, where each team tries to win by kicking a ball into the other team's goal; a game for two teams of eleven players in which an oval ball is moved along the field by running with it or throwing it"
service,初級,[名詞] 服務,公共服務系統；公共事業; 系統的運行,"a government system or private organization that is responsible for a particular type of activity, or for providing a particular thing that people need; the fact that a system is working"
band,初級,[名詞] (樂團;樂隊) ,樂隊，樂團; 少男／少女組合,a group of musicians who play modern music together; a group of young men or women who perform popular songs together and dance as a group
family,初級,[名詞] 家庭,家，家庭; 子女,"a group of people who are related to each other, such as a mother, a father, and their children; the children of a family"
smile,初級,[動詞] 微笑; [名詞] 微笑,微笑，笑容; 微笑，笑,"a happy or friendly expression on the face in which the ends of the mouth curve up slightly, often with the lips moving apart so that the teeth can be seen; to make a happy or friendly expression in which the corners of your mouth curve up"
glass,初級,[名詞] 玻璃杯;玻璃,玻璃; 玻璃製品；玻璃器皿,"a hard, transparent material, used to make windows, bottles, and other objects; objects made from glass when thought of as a group"
trip,初級,[名詞] 旅行,（通常指短途的）旅行，行程; 絆，絆倒,"a journey in which you go somewhere, usually for a short time, and come back again; an occasion when you knock your foot against something and fall or lose your balance, or someone causes you to do this, when you are walking or running"
much,初級,"[形容詞] 很多的; [副詞] 非常;很;差不多,幾乎; [代名詞] 許多,大量;重要的事物",多（的），大量（的）; 太多,a large amount or to a large degree; a far larger amount of something than you want or need
forest,初級,[名詞] (森林) ,森林；林區,"a large area of land covered with trees and plants, usually larger than a wood, or the trees and plants themselves"
park,初級,[動詞] 停放車輛; 放置; [名詞] 公園,公園; 有專門用途的區域,"a large area of land with grass and trees, usually surrounded by fences or walls, and specially arranged so that people can walk in it for pleasure or children can play in it; an area of land that is used for a particular purpose"
crowd,初級,[名詞] (群眾) ,人群；群?; （有共同愛好的）一幫朋友，一夥人，一群人,a large group of people who have come together; a group of friends or a group of people with similar interests
sheet,初級,[名詞] 一張(紙);床單,床單; （尤指長方形的）大薄片,"a large piece of thin cloth used on a bed for sleeping on or under; a large, thin, flat, usually rectangular piece of something"
truck,初級,[名詞] 卡車,卡車，貨車，載重汽車; 貨運車廂，運貨車皮,a large road vehicle that is used for transporting large amounts of goods; a part of a train that is used for carrying goods or animals
store,初級,[動詞] 貯存;收存;供應;蓄有; [名詞] 商店,（大型）百貨商店; 商店，店鋪,a large shop where you can buy many different types of goods; any type of shop
bus,初級,[名詞] 公車,公車；大客車; （電腦中的）匯流排（其不同輸出線路向電腦各零件傳送資料）,a large vehicle in which people are driven from one place to another; a set of wires in a computer along which information can be sent to and from other parts of the computer
lion,初級,[名詞] (獅子) ,獅，獅子; 大師，巨匠；高人,"a large wild animal of the cat family with yellowish-brown fur that lives in Africa and southern Asia; someone who is important, successful, or powerful"
bed,初級,[名詞] 床,床，床舖；床位; （起床後）收拾床鋪，整理床鋪,"a large, rectangular piece of furniture, often with four legs, used for sleeping on; to make a bed neat after you have slept in it"
eagle,初級,[名詞] 老鷹,鷹,"a large, strong bird with a curved beak that eats meat and can see very well"
more,初級,[形容詞] 更多的; [副詞] 更多;另外;再; [代名詞] 更多的數量,更大（的）；更多（的）; （用以構成形容詞和副詞的比較級）更,a larger or extra number or amount; used to form the comparative of many adjectives and adverbs
period,初級,[名詞] 一段時間;一堂課,一段時間，時期; 課時，學時，一節（課）,"a length of time; in school, a division of time in the day when a subject is taught"
grade,初級,[名詞] 年級;分數,等級，品級，級別; 成績等級，評分等級，分數,"a level of quality, size, importance, etc.; a number or letter that shows how good someone's work or performance is"
menu,初級,[名詞] 菜單,菜單; （電腦螢幕上顯示的）功能表，選單,a list of the food that you can eat in a restaurant; a list of choices that can be made to appear on a computer screen
planted,初級,[動詞] plant(栽種;播種) 的過去式及過去分詞,植物; 機器，設備,"a living thing that grows in earth, in water, or on other plants, usually has a stem, leaves, roots, and flowers, and produces seeds; machines used in industry"
bath,初級,[名詞] 洗澡,澡盆，浴缸; 沐浴，洗澡,"a long plastic, metal, or ceramic container that is filled with water so that you can sit or lie in it to wash your whole body; the activity of washing yourself or someone else in a bath"
person,初級,[名詞] 人,人; （用於描述人的某一品質）…的人,"a man, woman, or child; used when describing someone's character"
moving,初級,[動詞] move(移動) 的現在分詞,行進中的；活動的; 動人的，感人的,A moving object is one that moves.; causing strong feelings of sadness or sympathy
team,初級,[名詞] 隊,隊，組，班; （用於一些片語中）集體合作,a number of people or animals who do something together as a group; used in a number of phrases that refer to people working together as a group in order to achieve something
scene,初級,[名詞] 景色;場面,場景，場面；鏡頭; 情景，場景，場面,"a part of a play or film in which the action stays in one place for a continuous period of time; a view or picture of a place, event, or activity"
tail,初級,[名詞] 尾巴,尾巴；尾狀物; 盯梢人,"a part of an animal's body, sticking out from the base of the back, or something similar in shape or position; someone who follows another person to discover where that person goes, what they do, etc."
department,初級,[名詞] 部門,（組織或機構中的）部，系，處，科，室,"a part of an organization such as a school, business, or government that deals with a particular area of study or work"
element,初級,"[名詞] (要素,成分) ",部分；部件；要素; 少量；有點，有些,a part of something; a small amount of an emotion or quality
room,初級,[名詞] 房間,房間，室; 臥室,"a part of the inside of a building that is separated from other parts by walls, floor, and ceiling; a bedroom"
region,初級,"[名詞] 地區,地帶",區域，地區；（國家的）行政區; （一個國家內）有…特色，以…知名的地區,"a particular area or part of the world, or any of the large official areas into which a country is divided; an area of a country, especially one that has a particular characteristic or is known for something"
type,初級,[動詞] 打字; [名詞] 類型,類型；種類；品種; 具代表性的人；典型,"a particular group of people or things that share similar characteristics and form a smaller division of a larger set; a person who seems to represent a particular group of people, having all the qualities that you usually connect with that group"
area,初級,[名詞] 地區;面積,地區；區域; 領域；範圍；方面,"a particular part of a place, piece of land, or country; a subject or activity, or a part of it"
spirit,初級,[名詞] 精神,精神；（尤指特定人群、活動、時代或地方的）主導精神; 情緒；心境,"a particular way of thinking, feeling, or behaving, especially a way that is typical of a particular group of people, an activity, a time, or a place; the way a person is feeling"
music,初級,[名詞] 音樂,音樂; 音樂藝術；音樂研究,"a pattern of sounds made by musical instruments, voices, or computers, or a combination of these, intended to give pleasure to people listening to it; the art or study of music"
century,初級,[名詞] 一世紀,一百年; 世紀,a period of 100 years; a period of 100 years counted from what is believed to be the year of the birth of Jesus Christ
day,初級,[名詞] 白天;日,一天，一日; 白天，白晝,"a period of 24 hours, especially from twelve o'clock one night to twelve o'clock the next night; used to refer to the period in 24 hours when it is naturally light"
month,初級,[名詞] 月份,月；一個月的時間,"a period of about four weeks, especially one of the twelve periods into which a year is divided"
week,初級,[名詞] 星期,星期，週（尤指從星期一到星期日或從星期日到星期六; 工作週（星期一到星期五）,"a period of seven days, especially either from Monday to Sunday or from Sunday to Saturday; the five days from Monday to Friday, the usual working period for many people"
future,初級,"[形容詞] 未來的,將來的;將來(時)的; [名詞] 未來",將來，未來，今後; （文法上的）將來時，將來式,a period of time that is to come; the form of a verb that you use when talking about something that will happen or exist
year,初級,[名詞] 年,年，年份，（尤指一月一日至十二月三十一日間的）一年時間; （與某一活動有關的）一年，年度,"a period of twelve months, especially from 1 January to 31 December; a period of twelve months relating to a particular activity"
adult,初級,[名詞] (成年人) ,成年人；成年動物; 發育成熟的；成年的,a person or animal that has grown to full size and strength; grown to full size and strength
customer,初級,[名詞] 顧客,顧客，主顧，客戶,a person who buys goods or a service
student,初級,[名詞] 學生,大學生; （中、小）學生,a person who is learning at a college or university; someone who is learning at a school
guest,初級,[名詞] 客人,客人，賓客; （飯店的）旅客，宿客,"a person who is staying with you, or a person you have invited to a social occasion, such as a party or a meal; a person who is staying in a hotel"
learner,初級, (學習) 的字尾加-er，所形成之[名詞]，表示做此動作的人,學習者,a person who is still learning something
passenger,初級,[名詞] (乘客) ,乘客，旅客; 客運火車,"a person who is travelling in a vehicle but is not driving it, flying it, or working on it; a train carrying people rather than goods"
singer,初級,[名詞] 歌手,歌唱家，歌手,a person who sings
photographer,初級,"[名詞] 攝影師,照相師",攝影者；攝影師,"a person who takes photographs, either as a job or hobby"
journalist,初級,[名詞] (新聞工作者) ,新聞記者；報紙撰稿人；廣播員,a person who writes news stories or articles for a newspaper or magazine or broadcasts them on radio or television
doctor,初級,[名詞] 醫生,醫生，大夫; 診所,a person with a medical degree whose job is to treat people who are ill or hurt; the place where a doctor works
member,初級,[名詞] (會員) ,成員，一分子; 會員,"a person, animal, or thing that is part of a group; a person who joins a group to take part in a particular activity"
image,初級,[名詞] (肖像影像) ,（自己頭腦中的）形象，印象; （他人心中的）形象，印象；聲譽,a picture in your mind or an idea of how someone or something is; the way that something or someone is thought of by other people
flag,初級,[名詞] 旗子,旗，旗幟; （同 flagstone）,"a piece of cloth, usually rectangular and attached to a pole at one edge, that has a pattern that shows it represents a country or a group, or has a particular meaning; a flagstone"
dress,初級,[動詞] 穿著; [名詞] 洋裝,連衣裙; （尤指適用於某種場合的）服裝,"a piece of clothing for women or girls that covers the top half of the body and hangs down over the legs; used, especially in combination, to refer to clothes of a particular type, especially those worn in particular situations"
radio,初級,[名詞] 收音機,收音機; 廣播節目,a piece of electronic equipment used for listening to radio broadcasts; the programmes that you hear when you listen to the radio
seat,初級,[動詞] 使就座; [名詞] 座位,座位； 座椅; （傢俱的）座部；（褲子的）臀部,"a piece of furniture or part of a train, plane, etc. that has been designed for someone to sit on; the part of a piece of furniture or clothing on which a person sits"
task,初級,[名詞] 任務;工作,任務；（尤指經常、不情願或很難做的）工作；（苦）差事; 責備（某人）,"a piece of work to be done, especially one done regularly, unwillingly, or with difficulty; to criticize or speak angrily to someone for something that they have done wrong"
school,初級,[名詞] 學校,（中、小）學校; 上學期間，讀書階段；上學,"a place where children go to be educated; the period of your life during which you go to school, or the teaching and learning activities which happen at school"
restaurant,初級,[名詞] (餐廳) ,飯店；餐館；菜館,a place where meals are prepared and served to customers
university,初級,[名詞] 大學,大學,a place where people people study for an undergraduate (= first) or postgraduate (= higher level) degree
meeting,初級,[動詞] meet(遇見) 的現在分詞; [名詞] 集會,會見；會面；會議; （尤指事先未安排的）會面，見面,"a planned occasion when people come together to discuss something; an occasion when people meet each other, especially when this was not planned"
county,初級,[名詞] 郡,（英國、愛爾蘭的）郡；（美國的）縣; 典型上流社會人物的；鄉間望族的,"a political division of the UK or Ireland, forming the largest unit of local government, or the largest political division of a state in the US; behaving in a way that is typical of rich people with a high social position who live in large houses in the countryside"
mountain,初級,[名詞] 山,（高）山，山嶽; 大堆，大量,"a raised part of the earth's surface, much larger than a hill, the top of which might be covered in snow; a large amount of something"
order,初級,[動詞] 點菜;訂購; [名詞] 定單,點菜；訂製；訂貨; 所訂的貨；所點飯菜,"a request to make, supply, or deliver food or goods; a product or a meal that has been asked for by a customer"
apple,初級,[名詞] 蘋果,蘋果,"a round fruit with firm, white flesh and a green, red, or yellow skin"
way,初級,[名詞] 方法;路,路，道路；路線; 去往；搬到（某處）,"a route, direction, or path; to travel or move to a place"
law,初級,[名詞] 法律,法，法律；法律制度，法律體系; （某國的）法，法律，法律體系,"a rule, usually made by a government, that is used to order the way in which a society behaves; the system of rules of a particular country, group, or area of activity"
system,初級,[名詞] 系統,（協同工作的）系統; （電腦）系統,a set of connected things or devices that operate together; a set of computer equipment and programs used together for a particular purpose
plan,初級,[動詞] 計劃; [名詞] 計畫,計劃，方案; （金融投資）方案，規劃,a set of decisions about how to do something in the future; a type of arrangement for financial investment
symbol,初級,[名詞] (符號;象徵) ,標誌，象徵; （某種特性或思想的）代表，象徵,"a sign, shape, or object that is used to represent something else; something that is used to represent a quality or idea"
word,初級,[名詞] (字) ,詞；字；單詞; 那個以F開頭的詞／以C開頭的詞（通常是粗魯或令人難堪的詞，只說出該詞的第一個字母來指代）,"a single unit of language that has meaning and can be spoken or written; used to refer to a word, usually a rude or embarrassing one, by saying only the first letter and not the whole word"
matter,初級,"[動詞] 有關係,要緊; [名詞] 事情",事情，事件; （正在處理或考慮的）問題,a situation or subject that is being dealt with or considered; the situation being dealt with or being discussed
problem,初級,[名詞] 問題,（須解決的）問題；疑難問題，困難; 數學習題，數學問題,"a situation, person, or thing that needs attention and needs to be dealt with or solved; a question in mathematics that needs an answer"
mark,初級,[動詞] 做記號; [名詞] 記號,痕跡；汙點；疤痕; 標記；特徵,"a small area on the surface of something that is damaged, dirty, or different in some way; a typical feature or one that allows you to recognize someone or something"
snail,初級,[名詞] (蝸牛) ,蝸牛,"a small creature with a soft, wet body and a round shell, that moves very slowly and often eats garden plants"
seed,初級,[名詞] (種子) ,種子; 精液,"a small, round, or oval object produced by a plant and from which, when it is planted, a new plant can grow; →? semen"
Mandarin,初級,[名詞] 中國的官話(北京話),柑橘; 官僚，政界要人,"a small, sweet type of orange that has a thinner, looser skin; a person who has a very important job in the government, and who is sometimes considered to be too powerful"
spot,初級,[動詞] 沾污;察出; [名詞] 斑點;場所,點；斑點；圓點; （構成圖案的）點，斑點,"a small, usually round area of colour that is differently coloured or lighter or darker than the surface around it; one of many spots, that form a pattern"
less,初級,"[形容詞] little(很少的) 的比較級; [副詞] 較小地,較少地;不如",更少，較小; 缺少，缺乏,"a smaller amount (of), or to a smaller degree; used to say that behaviour does not have the good or attractive characteristic that is stated"
bag,初級,[名詞] (袋子) ,袋子; 眼袋,"a soft container made out of paper or thin plastic, or a stronger container made of leather, plastic, or other material, usually with a handle, in which you carry personal things or clothes or other things that you need for travelling; dark, loose, or swollen skin under your eyes because of tiredness or old age"
window,初級,[名詞] (窗戶) ,窗，窗戶，窗口; （讓人了解其他情況或經歷的）窗口,"a space usually filled with glass in the wall of a building or in a vehicle, to allow light and air in and to allow people inside the building to see out; something that makes it possible for you to see and learn about a situation or experience that is different from your own"
gas,初級,[名詞] 瓦斯;汽油,氣，氣體; 氣體燃料，煤氣，天然氣,a substance in a form like air that is neither solid nor liquid; a substance in a form like air that is used as a fuel for heating and cooking
idea,初級,[名詞] 主意,意見，想法，主意；計劃; 了解，明白；概念，構想,"a suggestion or plan for doing something; an understanding, thought, or picture in your mind"
sugar,初級,[名詞] 糖,糖；（尤指）蔗糖; 糖（總稱，指溶於水的碳水化合物）,"a sweet substance especially from the plants sugar cane and sugar beet, used to make food and drinks sweet; any of several types of simple carbohydrate that dissolves in water"
language,初級,[名詞] 語言,語言,"a system of communication consisting of sounds, words, and grammar, or the system of communication used by people in a particular country or type of work"
chicken,初級,[名詞] 雞;雞肉,雞；雞肉; 膽小鬼，懦夫,"a type of bird kept on a farm for its eggs or its meat, or the meat of this bird that is cooked and eaten; a person who is not brave"
pie,初級,[名詞] 派(食品),餡餅，派; 原始印歐語（Proto-Indo-European的縮寫）,"a type of food made with meat, vegetables, or fruit covered in pastry and baked; abbreviation for Proto-Indo-European"
kilometer,初級,[名詞] (公里) ,千米，公里,"a unit of measurement equal to 1,000 metres"
inch,初級,[名詞] (英吋) ,英寸（約合2.54厘米，有時用符號''表示）; 緩慢地移動,"a unit used for measuring length, approximately equal to 2.54 centimetres, sometimes shown by the symbol ?; to move very slowly or in a lot of short stages"
song,初級,[名詞] (歌曲) ,歌，歌曲; 歌唱,"a usually short piece of music with words that are sung; the act of singing, or singing when considered generally"
plane,初級,[名詞] 飛機,飛機; 平面,"a vehicle designed for air travel, with wings and one or more engines; in mathematics, a flat or level surface that continues in all directions"
star,初級,[動詞] (主演;表現出色) ; [名詞] (星星;明星) ,恆星；星; 明星,"a very large ball of burning gas in space that is usually seen from the earth as a point of light in the sky at night; a very famous, successful, and important person, especially a performer such as a musician, actor, or sports player"
typhoon,初級,[名詞] 颱風,（西太平洋面的）颱風,"a violent wind that has a circular movement, found in the West Pacific Ocean"
tour,初級,[動詞] (帶...作巡迴演出) ; [名詞] (旅行) ,參觀；遊歷，觀光; （尤指作為度假的）旅行，旅遊,"a visit to a place or area, especially one during which you look around the place or area and learn about it; a journey made for pleasure, especially as a holiday, visiting several different places in an area"
queen,初級,[名詞] 皇后,女王；王后; 傑出的女性，女傑,"a woman who rules a country because she has been born into a royal family, or a woman who is married to a king; any woman who is considered to be the best at what she does"
book,初級,[動詞] (預訂;預雇;預約;登記) ,(紙版或電子版的)書; 書，書本；本子,a written text that can be published in printed or electronic form; a set of pages that have been fastened together inside a cover to be read or written in
USA,初級,[縮寫] 美國 (United States of America),美利堅合眾國（the United States of America的縮寫）,abbreviation for the United States of America
available,初級,"[形容詞] 可用的,可得到的,有效的",可獲得的；可用的; 可取得聯繫的；有空的,"able to be bought or used; If someone is available, they are not busy and therefore able to do something."
possible,初級,[形容詞] 可能的,可能的，有可能做到的; 盡可能多（快、迅速等）的,"able to be done or achieved, or able to exist; as much, quickly, soon, etc. as something can happen or be done"
over,初級,"[形容詞] 結束了; [副詞] 在上方;越過;過分,太;再一次; [介系詞] 在…之上",在…上方; 覆蓋；在…上面,"above or higher than something else, sometimes so that one thing covers the other; above; in a position that is covering something"
developed,初級,[動詞] develop(發展) 的過去式及過去分詞,高級的，發達的；強大的,advanced or powerful
living,初級,[動詞] live(居住) 的現在分詞,活著的，在世的；現存的; 留下來的，依然存在的,alive now; still existing
population,初級,[名詞] 人口,人口；全體居民; （統稱）（一定範圍內的）人口，動物總數,"all the people living in a particular country, area, or place; all the people or animals of a particular type or group who live in one country, area, or place"
generation,初級,[名詞] (世代;產生) ,（社會或家庭的）一代（人），同代人，同輩人; （時間跨度為23至30年左右的）一代，一輩,"all the people of about the same age within a society or within a particular family; a period of about 25 to 30 years, in which most human babies become adults and have their own children"
vocabulary,初級,[名詞] 字彙,詞彙量；（某人掌握的）全部詞彙; （某一語言或學科的）詞彙，術語,all the words known and used by a particular person; all the words that exist in a particular language or subject
choice,初級,[名詞] 選擇,選擇，挑選；抉擇; 可供選擇的東西；選擇範圍,an act or the possibility of choosing; the range of different things from which you can choose
mistake,初級,"[動詞] 弄錯,誤解;弄錯,搞錯; [名詞] 錯誤",錯誤；過失; 錯誤地,"an action, decision, or judgment that produces an unwanted or unintentional result; by accident"
